,pic_id,data_id,correlation,autocorrelation,max_null,average_null,pic_name,test_param,smoothed,true_pos,sample_size,n,difficulty,percent,attempt
205,205,103,-0.499622998,0.860167916,0.409485346,0.090740713,sYWgi6BgIuQu0.svg,scatter,yes,18,5,48,-2,0.714285714,7
206,206,103,-0.499622998,0.860167916,0.409485346,0.090740713,lsDAKCLGjDcMF.svg,line,yes,18,5,48,-2,0,11
207,207,104,-0.495159796,0.874065132,0.496298535,-0.00563869,sKlQdyXhFCOf8.svg,scatter,yes,6,5,48,-2,0.333333333,9
208,208,104,-0.495159796,0.874065132,0.496298535,-0.00563869,lMn0TGp7Obbvl.svg,line,yes,6,5,48,-2,0.125,8
209,209,105,-0.312407931,0.858643698,0.346385914,-0.000198482,sFf2oZXvQSqhu.svg,scatter,yes,7,5,48,-1,0,3
210,210,105,-0.312407931,0.858643698,0.346385914,-0.000198482,lmLi1ZjwUrPnJ.svg,line,yes,7,5,48,-1,0,4
211,211,106,-0.496700336,0.850588682,-0.483144599,-0.027624101,smF22kQMTBpSm.svg,scatter,yes,5,5,48,-2,0.8,5
212,212,106,-0.496700336,0.850588682,-0.483144599,-0.027624101,l6i5lRW06KblM.svg,line,yes,5,5,48,-2,0.25,8
213,213,107,-0.287097575,0.816915451,0.332830734,0.053131886,shBmzbrxvH9cD.svg,scatter,yes,12,5,48,-1,0,3
214,214,107,-0.287097575,0.816915451,0.332830734,0.053131886,l6w63VMl60CCH.svg,line,yes,12,5,48,-1,0.111111111,9
215,215,108,-0.301251432,0.848006741,-0.40606954,-0.087976209,sXMuB5mhjinnn.svg,scatter,yes,6,5,48,-1,0,10
216,216,108,-0.301251432,0.848006741,-0.40606954,-0.087976209,lqwQVwCN7fZf4.svg,line,yes,6,5,48,-1,0,1
217,217,109,0.303613154,0.829067146,0.358932312,0.036857297,sbc9lPR3PGV1h.svg,scatter,yes,7,5,48,1,0,4
218,218,109,0.303613154,0.829067146,0.358932312,0.036857297,lJA6lqPvzD6Dt.svg,line,yes,7,5,48,1,0,7
219,219,110,0.499012271,0.883234373,0.292896456,0.014802636,st1sLJf0yyUsE.svg,scatter,yes,13,5,48,2,0.6,10
220,220,110,0.499012271,0.883234373,0.292896456,0.014802636,l4E8AZhjViw65.svg,line,yes,13,5,48,2,0.166666667,6
221,221,111,0.492157491,0.814176071,-0.31390698,0.010861185,suHzH6tROxpTT.svg,scatter,yes,1,5,48,2,0.2,5
222,222,111,0.492157491,0.814176071,-0.31390698,0.010861185,luR6T4DKIi5Q1.svg,line,yes,1,5,48,2,0.6,5
223,223,112,0.499006824,0.853844024,0.310750508,-0.001349102,su7mWVpd3weJv.svg,scatter,yes,10,5,48,2,0.25,4
224,224,112,0.499006824,0.853844024,0.310750508,-0.001349102,lUvSeFI4PVggM.svg,line,yes,10,5,48,2,0.6,5
225,225,113,0.311310534,0.868241996,0.327586075,-0.017962841,s4bg1LtP85Lr4.svg,scatter,yes,20,5,48,1,0.133333333,15
226,226,113,0.311310534,0.868241996,0.327586075,-0.017962841,leXYWVukFhLPx.svg,line,yes,20,5,48,1,0.25,4
227,227,114,0.291578232,0.912625877,0.415524162,-0.009211713,swcfw6ngMUc2E.svg,scatter,yes,2,5,48,1,0,4
228,228,114,0.291578232,0.912625877,0.415524162,-0.009211713,l4BzWlfGI1k0V.svg,line,yes,2,5,48,1,0.25,8
229,229,115,0.714854662,0.904209325,0.523005234,0.01114219,s1WEjrDyB83P6.svg,scatter,yes,5,5,48,3,1,6
230,230,115,0.714854662,0.904209325,0.523005234,0.01114219,loGxsnEWnaC9o.svg,line,yes,5,5,48,3,0.727272727,11
231,231,116,0.696325465,0.883596865,-0.423151017,-0.026300297,sYKAffXvoYy2T.svg,scatter,yes,10,5,48,3,0.5,8
232,232,116,0.696325465,0.883596865,-0.423151017,-0.026300297,lUHJq1gpuoM2e.svg,line,yes,10,5,48,3,0.875,8
233,233,117,0.686395662,0.907591965,-0.44267229,-0.000821253,szWknUTpzfpOf.svg,scatter,yes,5,5,48,3,1,5
234,234,117,0.686395662,0.907591965,-0.44267229,-0.000821253,ln7KP5S8WRVLk.svg,line,yes,5,5,48,3,0.8,5
235,235,118,0.897028328,0.899090299,-0.386716955,-0.019591321,seBSczETZSi2M.svg,scatter,yes,15,5,48,4,0.75,4
236,236,118,0.897028328,0.899090299,-0.386716955,-0.019591321,lLuPGViU5fW4f.svg,line,yes,15,5,48,4,0.555555556,9
237,237,119,0.899709739,0.870765286,0.320462927,0.015326111,sz6atLt1VvJRe.svg,scatter,yes,7,5,48,4,0.916666667,12
238,238,119,0.899709739,0.870765286,0.320462927,0.015326111,lLrc7WyZPnlUR.svg,line,yes,7,5,48,4,1,2
239,239,120,0.895952638,0.871634145,0.410529973,0.038053773,sxYJ8pF6xJheJ.svg,scatter,yes,17,5,48,4,1,2
240,240,120,0.895952638,0.871634145,0.410529973,0.038053773,lyCk6PcwB8QTF.svg,line,yes,17,5,48,4,0.777777778,9
241,241,121,-0.913904496,0.927700473,-0.287975379,-0.024723572,sIJ76loCYCNv9.svg,scatter,yes,15,5,96,-4,1,11
242,242,121,-0.913904496,0.927700473,-0.287975379,-0.024723572,lou5QbPgHLaL3.svg,line,yes,15,5,96,-4,1,5
243,243,122,-0.89882392,0.871380487,-0.254458563,-0.02607426,syMU0ZJCfvczj.svg,scatter,yes,19,5,96,-4,0.875,8
244,244,122,-0.89882392,0.871380487,-0.254458563,-0.02607426,lbVoCb393fj4o.svg,line,yes,19,5,96,-4,0.090909091,11
245,245,123,-0.887547853,0.919839722,-0.327669905,0.008059899,sxC4FBwlk0faO.svg,scatter,yes,20,5,96,-4,0.9,10
246,246,123,-0.887547853,0.919839722,-0.327669905,0.008059899,lGJNKSS7uAY2T.svg,line,yes,20,5,96,-4,0.166666667,6
247,247,124,-0.711775328,0.860203447,0.365709782,-0.000416775,s7LKux31tgdfh.svg,scatter,yes,10,5,96,-3,1,9
248,248,124,-0.711775328,0.860203447,0.365709782,-0.000416775,lRSlGdznj3wZq.svg,line,yes,10,5,96,-3,0.625,8
249,249,125,-0.693750239,0.887916519,0.222532788,0.0594925,sR1PbvQEKYsmm.svg,scatter,yes,15,5,96,-3,1,12
250,250,125,-0.693750239,0.887916519,0.222532788,0.0594925,lonCM9OgbJrmn.svg,line,yes,15,5,96,-3,0.333333333,6
251,251,126,-0.687437114,0.874920468,0.283956365,0.011356115,sYKC1YaUD7EIJ.svg,scatter,yes,6,5,96,-3,0.875,8
252,252,126,-0.687437114,0.874920468,0.283956365,0.011356115,lfUtduFcpS6Jt.svg,line,yes,6,5,96,-3,0.5,2
253,253,127,-0.508414717,0.878832431,0.280899523,0.046129321,sTkTLDo0uquf1.svg,scatter,yes,10,5,96,-2,0.4,10
254,254,127,-0.508414717,0.878832431,0.280899523,0.046129321,lJcvwgwyKgS6B.svg,line,yes,10,5,96,-2,0.5,8
255,255,128,-0.500394762,0.852082253,-0.289775857,-0.025247634,sb5TxUmz8rmdi.svg,scatter,yes,15,5,96,-2,0.5,4
256,256,128,-0.500394762,0.852082253,-0.289775857,-0.025247634,lQctv9guBKx4o.svg,line,yes,15,5,96,-2,0.333333333,9
257,257,129,-0.489842329,0.850279035,0.207406675,0.027275536,sNiiO2xXwYIRt.svg,scatter,yes,11,5,96,-2,0.444444444,9
258,258,129,-0.489842329,0.850279035,0.207406675,0.027275536,los9A7DxZYFBG.svg,line,yes,11,5,96,-2,0.285714286,7
259,259,130,-0.292215938,0.858229957,-0.278444927,-0.032699154,sIiCYHVGXmzCS.svg,scatter,yes,3,5,96,-1,0,10
260,260,130,-0.292215938,0.858229957,-0.278444927,-0.032699154,lMaeuOlDR7hrR.svg,line,yes,3,5,96,-1,0,8
261,261,131,-0.291962601,0.912011259,0.227007011,0.048568835,s6tyCQlby0bTR.svg,scatter,yes,10,5,96,-1,0.222222222,9
262,262,131,-0.291962601,0.912011259,0.227007011,0.048568835,loiLXyiI3BP7i.svg,line,yes,10,5,96,-1,0.166666667,6
263,263,132,-0.295125095,0.90968357,0.372901481,0.055572926,sL9PlviIpLtsv.svg,scatter,yes,19,5,96,-1,0.125,8
264,264,132,-0.295125095,0.90968357,0.372901481,0.055572926,lDzqGBsn0rwhS.svg,line,yes,19,5,96,-1,0,5
265,265,133,0.290228769,0.893155028,0.259696767,0.038396978,sph5KF6pJCVs1.svg,scatter,yes,17,5,96,1,0,9
266,266,133,0.290228769,0.893155028,0.259696767,0.038396978,l0ceIW13YKq0P.svg,line,yes,17,5,96,1,0.25,4
267,267,134,0.304557084,0.866027593,-0.294691732,-0.038515272,shZNX0HHmPX32.svg,scatter,yes,9,5,96,1,0.1,10
268,268,134,0.304557084,0.866027593,-0.294691732,-0.038515272,ldnaSzZWf0xPG.svg,line,yes,9,5,96,1,0.090909091,11
269,269,135,0.487385781,0.880724658,-0.278783366,-0.009199343,s7dp8WbF7qk0o.svg,scatter,yes,10,5,96,2,0.333333333,6
270,270,135,0.487385781,0.880724658,-0.278783366,-0.009199343,ldPNP1VAzcGG6.svg,line,yes,10,5,96,2,0.75,8
271,271,136,0.502058437,0.869599847,0.308032822,-0.012679051,slVEkq2BPpZd3.svg,scatter,yes,2,5,96,2,0.5,6
272,272,136,0.502058437,0.869599847,0.308032822,-0.012679051,lTKmlfARn2x5d.svg,line,yes,2,5,96,2,0.2,10
273,273,137,0.711971335,0.908691632,0.361954415,0.001238727,sL3QuVbSUB08z.svg,scatter,yes,3,5,96,3,1,1
274,274,137,0.711971335,0.908691632,0.361954415,0.001238727,lgX5d0uaWQWKZ.svg,line,yes,3,5,96,3,0.833333333,12
275,275,138,0.302398671,0.879615081,-0.319839628,-0.063967518,slHPZDM6ZOYv6.svg,scatter,yes,1,5,96,1,0,6
276,276,138,0.302398671,0.879615081,-0.319839628,-0.063967518,lv6c6j3MPX7gi.svg,line,yes,1,5,96,1,0.166666667,6
277,277,139,0.511512633,0.889222686,0.221869733,-0.01763679,sx33fwflFd5ck.svg,scatter,yes,10,5,96,2,1,6
278,278,139,0.511512633,0.889222686,0.221869733,-0.01763679,ls1wifmpupppI.svg,line,yes,10,5,96,2,0.142857143,7
279,279,140,0.705532992,0.903297763,-0.243598417,-0.028059071,soX820SMgJpGT.svg,scatter,yes,11,5,96,3,0.8,5
280,280,140,0.705532992,0.903297763,-0.243598417,-0.028059071,lCuiWK9GEhSzF.svg,line,yes,11,5,96,3,0.571428571,7
281,281,141,0.710515795,0.813160979,-0.294250398,-0.019324941,scnrKsIVmsbBC.svg,scatter,yes,7,5,96,3,1,5
282,282,141,0.710515795,0.813160979,-0.294250398,-0.019324941,lQDD1iekGo1uD.svg,line,yes,7,5,96,3,1,4
283,283,142,0.897204648,0.921984599,-0.235453043,-0.056780806,s049wsZtOMKbs.svg,scatter,yes,12,5,96,4,1,7
284,284,142,0.897204648,0.921984599,-0.235453043,-0.056780806,l7SKc765dHlH0.svg,line,yes,12,5,96,4,1,7
285,285,143,0.904243879,0.862811093,-0.395001751,0.004553824,s96fCGkpSL3Pn.svg,scatter,yes,14,5,96,4,1,9
286,286,143,0.904243879,0.862811093,-0.395001751,0.004553824,lbhyosRGaJ5Xd.svg,line,yes,14,5,96,4,1,4
287,287,144,0.885362862,0.88602298,0.353196977,0.007186908,sUj0iIXggHN5x.svg,scatter,yes,1,5,96,4,1,9
288,288,144,0.885362862,0.88602298,0.353196977,0.007186908,lP2XsUwzilB1D.svg,line,yes,1,5,96,4,0.714285714,7
